customer_id,quantity,selling_price,other_discount,coupon_discount,rented,income_bracket,coupon_id,Month,total,age_range_20,age_range_30,age_range_40,age_range_50,age_range_60,age_range_70,marital_status_Married,marital_status_Single,family_size_1,family_size_2,family_size_3,family_size_4,family_size_5,no_of_children_0,no_of_children_1,no_of_children_2,no_of_children_3,brand_type_Established,brand_type_Local,category_Bakery,"category_Dairy, Juices & Snacks",category_Flowers & Plants,category_Garden,category_Grocery,category_Meat,category_Miscellaneous,category_Natural Products,category_Packaged Meat,category_Pharmaceutical,category_Prepared Food,category_Salads,category_Seafood,category_Skin & Hair Care,category_Travel,category_Vegetables (cut),discount,delievry,fashion_cosmetic,grocery,transportation,ott,travel,restaurant,shopping,education,Pharmaceutical,Flowers & Plants,healthcare
784,1487,158035.01,-25241.07,-39.18,0.0,5012.0,338802,8338,207559.0,0.0,0.0,0.0,1253.0,0.0,0.0,0.0,1253.0,0.0,1253.0,0.0,0.0,0.0,1253.0,0.0,0.0,0.0,1072.0,181.0,2.0,0.0,0.0,0.0,855.0,44.0,0.0,86.0,131.0,119.0,1.0,0.0,13.0,2.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0
785,2219,157245.93,-31624.989999999998,0.0,0.0,8830.0,338876,11071,216421.51,0.0,0.0,1766.0,0.0,0.0,0.0,0.0,1766.0,0.0,0.0,1766.0,0.0,0.0,0.0,1766.0,0.0,0.0,1146.0,620.0,0.0,0.0,3.0,0.0,1223.0,51.0,0.0,48.0,353.0,81.0,5.0,0.0,0.0,2.0,0.0,0.0,0,1,0,0,1,0,0,1,0,0,0,0,1
789,2538,290257.58,-25683.739999999998,-266.07,0.0,2200.0,404024,12931,383160.99,0.0,0.0,0.0,2200.0,0.0,0.0,0.0,2200.0,0.0,2200.0,0.0,0.0,0.0,2200.0,0.0,0.0,0.0,1965.0,235.0,0.0,32.0,0.0,0.0,1005.0,156.0,0.0,659.0,125.0,172.0,11.0,0.0,10.0,30.0,0.0,0.0,1,1,1,0,1,0,0,0,1,0,1,0,1
792,2353,188599.69,-46976.4,-656.48,0.0,7764.0,362850,11810,246758.79,0.0,0.0,1941.0,0.0,0.0,0.0,1941.0,0.0,0.0,1941.0,0.0,0.0,0.0,1941.0,0.0,0.0,0.0,1666.0,275.0,0.0,37.0,3.0,0.0,1323.0,83.0,3.0,412.0,51.0,20.0,7.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,1,0,0,0,1,0,0,0,1
793,4678,493302.46,-64208.24,-2572.7999999999997,0.0,14980.0,552610,18622,934560.72,0.0,0.0,0.0,2996.0,0.0,0.0,0.0,2996.0,0.0,2996.0,0.0,0.0,0.0,0.0,2996.0,0.0,0.0,2445.0,551.0,0.0,0.0,0.0,0.0,1738.0,73.0,0.0,39.0,338.0,766.0,0.0,0.0,36.0,6.0,0.0,0.0,1,1,0,0,1,0,0,1,1,0,1,0,1
795,1173,138039.28,-13574.68,-427.43999999999994,0.0,5215.0,138935,6296,160209.21,0.0,0.0,0.0,1043.0,0.0,0.0,0.0,1043.0,0.0,1043.0,0.0,0.0,0.0,0.0,1043.0,0.0,0.0,929.0,114.0,2.0,235.0,0.0,0.0,330.0,128.0,0.0,174.0,56.0,104.0,0.0,0.0,5.0,4.0,2.0,3.0,1,0,0,0,1,0,1,0,0,0,0,0,1
796,554,37651.09,-10213.119999999999,0.0,0.0,2025.0,91843,1809,53871.78,0.0,0.0,0.0,405.0,0.0,0.0,0.0,405.0,0.0,0.0,405.0,0.0,0.0,0.0,405.0,0.0,0.0,292.0,113.0,1.0,6.0,0.0,0.0,287.0,6.0,0.0,59.0,19.0,17.0,1.0,0.0,7.0,2.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0
797,1384,120732.72,-27542.649999999998,-338.39,0.0,5976.0,219813,5606,226881.33,0.0,0.0,0.0,996.0,0.0,0.0,0.0,996.0,996.0,0.0,0.0,0.0,0.0,996.0,0.0,0.0,0.0,920.0,76.0,0.0,0.0,15.0,0.0,812.0,9.0,0.0,89.0,20.0,41.0,0.0,0.0,2.0,8.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,1,0
799,3054,332753.62,-33303.82,0.0,0.0,13115.0,530249,14733,406989.21,0.0,0.0,0.0,0.0,0.0,2623.0,0.0,2623.0,2623.0,0.0,0.0,0.0,0.0,2623.0,0.0,0.0,0.0,2228.0,395.0,0.0,25.0,9.0,3.0,1163.0,74.0,7.0,594.0,58.0,595.0,2.0,0.0,75.0,18.0,0.0,0.0,0,1,1,0,0,0,0,1,1,0,1,1,1
800,3587,170011.51,-34556.05,-99.72,0.0,5457.0,319749,10093,280393.18,0.0,0.0,0.0,1819.0,0.0,0.0,1819.0,0.0,0.0,1819.0,0.0,0.0,0.0,1819.0,0.0,0.0,0.0,1368.0,451.0,0.0,7.0,3.0,0.0,1331.0,14.0,6.0,29.0,162.0,219.0,0.0,0.0,28.0,20.0,0.0,0.0,1,1,1,0,1,0,0,0,1,0,1,0,1
801,2471,229307.47,-44917.06,-653.24,0.0,3584.0,320131,11442,347545.48,0.0,1792.0,0.0,0.0,0.0,0.0,0.0,1792.0,1792.0,0.0,0.0,0.0,0.0,1792.0,0.0,0.0,0.0,1398.0,394.0,0.0,0.0,0.0,0.0,1292.0,32.0,0.0,42.0,288.0,132.0,0.0,0.0,0.0,6.0,0.0,0.0,1,1,0,0,1,1,0,0,1,0,0,0,0
802,2152,221520.49,-46530.19,-468.40999999999997,0.0,3018.0,251445,8569,346076.27,0.0,0.0,0.0,1509.0,0.0,0.0,0.0,1509.0,1509.0,0.0,0.0,0.0,0.0,1509.0,0.0,0.0,0.0,902.0,607.0,0.0,3.0,9.0,0.0,709.0,63.0,0.0,41.0,320.0,301.0,1.0,0.0,28.0,34.0,0.0,0.0,1,0,1,0,1,0,0,0,1,0,1,1,1
806,695,86533.43,-7335.51,0.0,0.0,1052.0,88162,2963,133491.5,0.0,0.0,0.0,526.0,0.0,0.0,0.0,526.0,526.0,0.0,0.0,0.0,0.0,526.0,0.0,0.0,0.0,435.0,91.0,0.0,1.0,0.0,0.0,233.0,47.0,0.0,103.0,49.0,89.0,0.0,0.0,0.0,4.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0
808,3813,342280.68,-44507.909999999996,-828.14,0.0,12132.0,545618,17369,463061.51,0.0,0.0,0.0,0.0,0.0,3033.0,3033.0,0.0,0.0,3033.0,0.0,0.0,0.0,3033.0,0.0,0.0,0.0,2466.0,567.0,0.0,111.0,11.0,0.0,1675.0,162.0,0.0,382.0,137.0,513.0,0.0,6.0,36.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,1,0,1,1,1
813,3110,187971.54,-45191.53,-2005.4199999999998,2578.0,7734.0,572492,15630,249464.22,0.0,2578.0,0.0,0.0,0.0,0.0,0.0,2578.0,0.0,0.0,2578.0,0.0,0.0,0.0,0.0,2578.0,0.0,2325.0,253.0,0.0,0.0,0.0,0.0,1603.0,98.0,0.0,21.0,286.0,560.0,0.0,0.0,8.0,2.0,0.0,0.0,1,1,0,1,1,1,0,0,0,0,1,0,0
817,1810,125941.0,-22171.16,-447.01,0.0,5516.0,190147,9054,161538.24,0.0,0.0,0.0,0.0,1379.0,0.0,1379.0,0.0,0.0,1379.0,0.0,0.0,0.0,1379.0,0.0,0.0,0.0,835.0,544.0,0.0,12.0,0.0,0.0,1043.0,48.0,0.0,69.0,157.0,40.0,0.0,0.0,10.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1
821,871,88781.45,-25084.46,-341.95,0.0,2229.0,200398,4600,107953.55,0.0,0.0,0.0,0.0,0.0,743.0,743.0,0.0,0.0,743.0,0.0,0.0,0.0,743.0,0.0,0.0,0.0,675.0,68.0,0.0,3.0,0.0,0.0,595.0,6.0,0.0,26.0,87.0,24.0,0.0,0.0,0.0,2.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0
822,705,59807.98,-8347.48,0.0,0.0,3330.0,89980,3613,86284.69,0.0,0.0,555.0,0.0,0.0,0.0,0.0,555.0,555.0,0.0,0.0,0.0,0.0,555.0,0.0,0.0,0.0,325.0,230.0,0.0,12.0,6.0,0.0,369.0,3.0,0.0,81.0,0.0,62.0,0.0,0.0,22.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,1,1
823,2774,196867.72999999998,-57713.86,-6567.639999999999,2180.0,4360.0,447751,11989,271934.39,0.0,0.0,2180.0,0.0,0.0,0.0,0.0,2180.0,0.0,0.0,0.0,2180.0,0.0,0.0,0.0,2180.0,0.0,1215.0,965.0,0.0,13.0,0.0,0.0,1621.0,27.0,3.0,93.0,166.0,220.0,2.0,0.0,33.0,2.0,0.0,0.0,1,1,0,1,1,0,0,0,1,0,1,0,1
824,704,51237.51,-12987.08,-1072.52,0.0,2670.0,94206,3169,68416.96,0.0,0.0,0.0,534.0,0.0,0.0,534.0,0.0,0.0,0.0,0.0,534.0,0.0,0.0,0.0,534.0,0.0,307.0,227.0,0.0,0.0,3.0,0.0,375.0,3.0,0.0,26.0,36.0,74.0,1.0,0.0,4.0,12.0,0.0,0.0,1,0,1,1,1,0,0,0,0,0,0,0,0
828,4324,373847.32,-63896.92,-195.91,2666.0,2666.0,477178,16174,783555.83,2666.0,0.0,0.0,0.0,0.0,0.0,0.0,2666.0,0.0,2666.0,0.0,0.0,0.0,0.0,2666.0,0.0,0.0,1919.0,747.0,0.0,0.0,0.0,0.0,1541.0,81.0,2.0,21.0,237.0,784.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,1,0,0,1,0,1,0,1
829,1186,92121.02,-17635.329999999998,-95.46,0.0,975.0,162113,7596,118709.17,0.0,0.0,0.0,975.0,0.0,0.0,0.0,975.0,975.0,0.0,0.0,0.0,0.0,975.0,0.0,0.0,0.0,582.0,393.0,0.0,0.0,0.0,0.0,596.0,54.0,0.0,31.0,114.0,164.0,0.0,0.0,16.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0
833,1578,161723.44,-27874.84,-373.99,0.0,4664.0,211593,7484,233207.16,0.0,0.0,0.0,0.0,1166.0,0.0,0.0,1166.0,0.0,1166.0,0.0,0.0,0.0,1166.0,0.0,0.0,0.0,914.0,252.0,0.0,0.0,6.0,3.0,739.0,14.0,0.0,67.0,255.0,74.0,0.0,0.0,2.0,6.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0
835,1931,213307.85,-14144.35,-712.3,0.0,7325.0,311229,9049,306164.57,0.0,0.0,0.0,0.0,0.0,1465.0,1465.0,0.0,0.0,1465.0,0.0,0.0,0.0,1465.0,0.0,0.0,0.0,1278.0,187.0,0.0,115.0,14.0,0.0,847.0,39.0,1.0,175.0,39.0,191.0,4.0,0.0,36.0,4.0,0.0,0.0,1,1,0,0,0,0,0,0,1,0,1,1,1
837,940,48721.7,-13599.64,-89.05,0.0,2912.0,97584,4790,66974.89,728.0,0.0,0.0,0.0,0.0,0.0,0.0,728.0,0.0,728.0,0.0,0.0,0.0,728.0,0.0,0.0,0.0,423.0,305.0,0.0,0.0,0.0,0.0,462.0,33.0,0.0,13.0,212.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,1,0,0,0,1,1,0,0,0,0,0,0,0
839,2581,226089.13999999998,-45378.95,-413.18,0.0,1719.0,310468,11176,403391.5,0.0,0.0,0.0,1719.0,0.0,0.0,0.0,1719.0,1719.0,0.0,0.0,0.0,0.0,1719.0,0.0,0.0,0.0,982.0,737.0,1.0,0.0,15.0,0.0,1238.0,28.0,0.0,117.0,129.0,146.0,0.0,3.0,42.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,1,0,0,1,1
842,2813,296073.05,-31099.54,-1010.9,0.0,19632.0,475532,14806,535351.31,0.0,0.0,0.0,2454.0,0.0,0.0,0.0,2454.0,0.0,0.0,0.0,2454.0,0.0,0.0,0.0,2454.0,0.0,2101.0,353.0,0.0,54.0,12.0,3.0,1220.0,64.0,3.0,171.0,218.0,682.0,7.0,6.0,14.0,0.0,0.0,0.0,0,1,0,1,1,0,0,1,1,0,1,1,1
844,4970,388873.23,-119078.03,-2352.3199999999997,0.0,20525.0,773599,26366,487258.08999999997,0.0,0.0,0.0,4105.0,0.0,0.0,0.0,4105.0,0.0,0.0,0.0,4105.0,0.0,0.0,0.0,4105.0,0.0,3047.0,1058.0,0.0,27.0,12.0,0.0,2317.0,48.0,0.0,215.0,575.0,776.0,9.0,3.0,83.0,40.0,0.0,0.0,1,1,1,1,1,0,0,1,1,0,1,1,1
851,2017,171651.41,-22444.67,-146.04,0.0,10458.0,328602,10503,201539.86,0.0,0.0,1743.0,0.0,0.0,0.0,0.0,1743.0,0.0,1743.0,0.0,0.0,0.0,1743.0,0.0,0.0,0.0,1566.0,177.0,0.0,63.0,10.0,0.0,1264.0,39.0,3.0,199.0,81.0,64.0,2.0,0.0,18.0,0.0,0.0,0.0,0,1,0,0,1,0,0,1,1,0,0,1,1
853,785,70425.11,-18480.79,-445.25,0.0,1352.0,147873,4512,80254.06999999999,0.0,0.0,0.0,0.0,0.0,676.0,0.0,676.0,0.0,676.0,0.0,0.0,0.0,676.0,0.0,0.0,0.0,507.0,169.0,0.0,2.0,0.0,0.0,565.0,33.0,2.0,21.0,17.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0
855,3982,138921.19,-50443.15,-3063.35,0.0,2343.0,81868,3989,796715.0599999999,0.0,0.0,0.0,0.0,781.0,0.0,781.0,0.0,0.0,781.0,0.0,0.0,0.0,781.0,0.0,0.0,0.0,239.0,542.0,0.0,4.0,0.0,0.0,711.0,0.0,0.0,3.0,12.0,45.0,0.0,0.0,0.0,6.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,1
856,1140,112293.65,-17528.11,-35.62,0.0,1862.0,220045,4045,133621.18,0.0,931.0,0.0,0.0,0.0,0.0,0.0,931.0,0.0,931.0,0.0,0.0,0.0,0.0,931.0,0.0,0.0,728.0,203.0,0.0,6.0,3.0,0.0,585.0,48.0,0.0,56.0,102.0,117.0,0.0,0.0,10.0,4.0,0.0,0.0,1,0,0,0,1,1,0,0,0,0,0,0,0
857,889,81571.51,-16580.17,-2007.1399999999999,0.0,5565.0,137155,4571,97108.96,0.0,0.0,0.0,0.0,0.0,795.0,0.0,795.0,795.0,0.0,0.0,0.0,0.0,795.0,0.0,0.0,0.0,605.0,190.0,0.0,0.0,3.0,3.0,528.0,57.0,0.0,35.0,77.0,68.0,1.0,3.0,3.0,17.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,1,0
859,3673,316607.15,-81804.96,-1611.8,0.0,17958.0,695413,18489,413110.22,0.0,0.0,2993.0,0.0,0.0,0.0,0.0,2993.0,0.0,0.0,2993.0,0.0,0.0,0.0,2993.0,0.0,0.0,2201.0,792.0,11.0,7.0,6.0,0.0,2100.0,24.0,0.0,275.0,376.0,168.0,2.0,0.0,24.0,0.0,0.0,0.0,1,1,0,0,1,0,0,1,1,0,1,1,1
860,839,73521.64,-16669.76,0.0,0.0,766.0,135008,3927,81785.54,0.0,766.0,0.0,0.0,0.0,0.0,0.0,766.0,766.0,0.0,0.0,0.0,0.0,766.0,0.0,0.0,0.0,645.0,121.0,0.0,75.0,0.0,0.0,498.0,3.0,0.0,129.0,20.0,27.0,14.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,1,0,0,0,0,0,0,0
861,3201,263527.85,-53279.6,-124.66999999999999,0.0,7386.0,364830,15099,403634.97,0.0,0.0,0.0,0.0,0.0,2462.0,0.0,2462.0,0.0,2462.0,0.0,0.0,0.0,2462.0,0.0,0.0,0.0,1412.0,1050.0,0.0,0.0,9.0,3.0,1678.0,120.0,0.0,281.0,340.0,5.0,0.0,0.0,2.0,0.0,24.0,0.0,1,1,0,0,0,0,1,0,1,0,0,1,1
864,3267,267065.72,-62961.31,-7700.179999999999,0.0,12485.0,553127,15764,365455.08999999997,0.0,0.0,0.0,0.0,2497.0,0.0,0.0,2497.0,2497.0,0.0,0.0,0.0,0.0,2497.0,0.0,0.0,0.0,2020.0,477.0,0.0,3.0,12.0,3.0,1583.0,116.0,7.0,169.0,275.0,225.0,0.0,3.0,70.0,28.0,3.0,0.0,1,1,1,0,0,0,1,1,1,0,1,1,1
865,4601,343886.59,-56140.31,0.0,0.0,26929.0,480685,22576,420542.79,0.0,3847.0,0.0,0.0,0.0,0.0,0.0,3847.0,3847.0,0.0,0.0,0.0,0.0,3847.0,0.0,0.0,0.0,1788.0,2059.0,0.0,87.0,0.0,0.0,2887.0,14.0,2.0,185.0,216.0,250.0,6.0,0.0,95.0,105.0,0.0,0.0,1,1,1,0,1,1,0,1,1,0,1,0,1
867,1398,138594.83,-31331.079999999998,-71.25,0.0,4845.0,239831,6568,458781.36,0.0,0.0,0.0,969.0,0.0,0.0,0.0,969.0,0.0,969.0,0.0,0.0,0.0,969.0,0.0,0.0,0.0,829.0,140.0,0.0,3.0,0.0,0.0,706.0,12.0,0.0,56.0,155.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,1,0,0,0,0
871,2999,291811.87,-44357.15,-1857.51,0.0,16527.0,726435,12888,393766.56,0.0,0.0,2361.0,0.0,0.0,0.0,2361.0,0.0,0.0,0.0,2361.0,0.0,0.0,0.0,2361.0,0.0,0.0,1983.0,378.0,0.0,0.0,0.0,0.0,1681.0,33.0,0.0,66.0,268.0,243.0,10.0,0.0,27.0,33.0,0.0,0.0,1,1,1,0,1,0,0,1,1,0,1,0,1
872,546,70503.01,-7008.9800000000005,-58.769999999999996,0.0,3031.0,94299,2345,101564.1,0.0,0.0,0.0,0.0,0.0,433.0,433.0,0.0,0.0,433.0,0.0,0.0,0.0,433.0,0.0,0.0,0.0,376.0,57.0,0.0,3.0,0.0,0.0,262.0,9.0,0.0,9.0,63.0,67.0,0.0,0.0,10.0,10.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0
874,3282,265363.41,-85599.96,-1075.76,0.0,13105.0,404042,15645,373379.51,0.0,0.0,0.0,2621.0,0.0,0.0,2621.0,0.0,0.0,2621.0,0.0,0.0,0.0,2621.0,0.0,0.0,0.0,1547.0,1074.0,0.0,12.0,0.0,0.0,1595.0,94.0,6.0,309.0,282.0,212.0,1.0,0.0,70.0,40.0,0.0,0.0,0,1,1,0,1,0,0,1,1,0,1,0,1
876,1322,152497.49,-25366.61,-447.03,0.0,9837.0,216660,7461,196204.12,0.0,0.0,1093.0,0.0,0.0,0.0,0.0,1093.0,1093.0,0.0,0.0,0.0,0.0,1093.0,0.0,0.0,0.0,910.0,183.0,3.0,6.0,3.0,0.0,600.0,33.0,0.0,187.0,49.0,153.0,7.0,0.0,0.0,52.0,0.0,0.0,0,1,1,0,1,0,0,1,0,0,0,0,1
877,1452,125199.43,-25186.739999999998,-963.16,0.0,6020.0,238409,7563,165695.76,0.0,0.0,0.0,1204.0,0.0,0.0,1204.0,0.0,0.0,1204.0,0.0,0.0,0.0,1204.0,0.0,0.0,0.0,1028.0,176.0,0.0,9.0,3.0,0.0,735.0,66.0,0.0,208.0,99.0,51.0,1.0,0.0,29.0,3.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1
878,3240,244481.2,-79082.95,-2285.72,0.0,20864.0,425162,16202,357642.3,0.0,0.0,0.0,0.0,0.0,2608.0,2608.0,0.0,0.0,2608.0,0.0,0.0,0.0,2608.0,0.0,0.0,0.0,1393.0,1215.0,1.0,9.0,0.0,0.0,1651.0,141.0,0.0,264.0,415.0,113.0,0.0,0.0,14.0,0.0,0.0,0.0,1,1,0,0,0,0,0,1,1,0,0,0,1
879,1758,145491.91,-29493.17,-1332.1499999999999,1562.0,6248.0,297043,9556,172806.05,0.0,0.0,0.0,1562.0,0.0,0.0,0.0,1562.0,1562.0,0.0,0.0,0.0,0.0,1562.0,0.0,0.0,0.0,1191.0,371.0,0.0,3.0,0.0,0.0,1107.0,141.0,0.0,31.0,157.0,94.0,5.0,24.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0
880,1160,85812.75,-10916.55,0.0,0.0,1760.0,84509,5583,110940.65,0.0,0.0,0.0,0.0,880.0,0.0,0.0,880.0,880.0,0.0,0.0,0.0,0.0,880.0,0.0,0.0,0.0,618.0,262.0,3.0,19.0,0.0,0.0,347.0,150.0,4.0,116.0,222.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0
886,1070,96514.84,-19220.96,-284.94,0.0,4660.0,250089,5894,117933.53,0.0,0.0,0.0,932.0,0.0,0.0,932.0,0.0,0.0,0.0,932.0,0.0,0.0,0.0,932.0,0.0,0.0,803.0,129.0,0.0,0.0,0.0,0.0,629.0,21.0,0.0,21.0,93.0,163.0,1.0,0.0,0.0,4.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,1,0,0
888,741,79960.64,-13900.96,-17.81,0.0,2452.0,95548,3112,107024.09,0.0,613.0,0.0,0.0,0.0,0.0,613.0,0.0,0.0,0.0,613.0,0.0,0.0,0.0,613.0,0.0,0.0,433.0,180.0,0.0,2.0,0.0,0.0,363.0,12.0,0.0,106.0,18.0,101.0,1.0,0.0,10.0,0.0,0.0,0.0,1,0,0,0,1,1,0,0,0,0,0,0,0
889,3339,233340.88,-75106.34,-6274.38,0.0,9868.0,433636,15676,366029.68,0.0,0.0,2467.0,0.0,0.0,0.0,0.0,2467.0,2467.0,0.0,0.0,0.0,0.0,2467.0,0.0,0.0,0.0,1426.0,1041.0,0.0,0.0,0.0,0.0,1891.0,60.0,2.0,96.0,250.0,125.0,0.0,0.0,35.0,8.0,0.0,0.0,1,1,0,0,1,0,0,1,1,0,0,0,1
891,1991,137965.92,-40469.12,-1656.29,0.0,7855.0,426717,9038,173720.36,0.0,0.0,1571.0,0.0,0.0,0.0,1571.0,0.0,0.0,1571.0,0.0,0.0,0.0,1571.0,0.0,0.0,0.0,1184.0,387.0,0.0,3.0,0.0,0.0,1303.0,54.0,0.0,83.0,107.0,12.0,0.0,0.0,0.0,9.0,0.0,0.0,1,0,1,0,1,0,0,0,0,0,0,0,0
892,993,60836.01,-8777.39,0.0,0.0,1080.0,92042,3084,139446.9,0.0,0.0,0.0,540.0,0.0,0.0,0.0,540.0,540.0,0.0,0.0,0.0,0.0,540.0,0.0,0.0,0.0,321.0,219.0,0.0,0.0,0.0,0.0,343.0,15.0,0.0,67.0,7.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0
894,1731,134774.13999999998,-43919.93,-2045.27,0.0,7075.0,295406,8050,176874.06,1415.0,0.0,0.0,0.0,0.0,0.0,0.0,1415.0,0.0,0.0,1415.0,0.0,0.0,0.0,1415.0,0.0,0.0,1205.0,210.0,0.0,7.0,0.0,3.0,1059.0,27.0,0.0,18.0,154.0,134.0,2.0,0.0,0.0,8.0,3.0,0.0,1,0,0,0,1,1,1,0,0,0,0,1,0
896,1594,109676.6,-32072.28,-1103.5,0.0,4640.0,295762,7656,170528.69,0.0,0.0,0.0,0.0,1160.0,0.0,0.0,1160.0,0.0,1160.0,0.0,0.0,0.0,1160.0,0.0,0.0,0.0,740.0,420.0,0.0,0.0,0.0,3.0,731.0,21.0,0.0,65.0,64.0,260.0,0.0,6.0,0.0,10.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,1,1,0
897,337,21870.93,-10668.28,-2356.19,263.0,1052.0,78854,1623,32394.85,0.0,0.0,0.0,263.0,0.0,0.0,0.0,263.0,263.0,0.0,0.0,0.0,0.0,263.0,0.0,0.0,0.0,176.0,87.0,0.0,0.0,0.0,0.0,198.0,0.0,0.0,21.0,0.0,40.0,0.0,0.0,4.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0
898,5542,557101.53,-95062.53,-864.47,0.0,18368.0,1004274,26528,716476.99,0.0,0.0,4592.0,0.0,0.0,0.0,4592.0,0.0,0.0,0.0,4592.0,0.0,0.0,0.0,4592.0,0.0,0.0,3287.0,1305.0,0.0,17.0,9.0,0.0,2678.0,69.0,2.0,218.0,461.0,945.0,5.0,0.0,168.0,20.0,0.0,0.0,0,1,1,0,1,0,0,1,1,0,1,1,1
901,2843,231945.43,-66004.2,-7110.67,0.0,5086.0,483525,15308,266860.87,0.0,2543.0,0.0,0.0,0.0,0.0,2543.0,0.0,0.0,0.0,2543.0,0.0,0.0,0.0,2543.0,0.0,0.0,1870.0,673.0,0.0,5.0,0.0,3.0,1891.0,15.0,3.0,52.0,423.0,75.0,0.0,0.0,76.0,0.0,0.0,0.0,1,1,0,0,1,1,0,0,1,0,0,1,1
902,702,74600.79,-5705.2,0.0,0.0,579.0,72781,4217,101417.71,0.0,0.0,0.0,579.0,0.0,0.0,0.0,579.0,579.0,0.0,0.0,0.0,0.0,579.0,0.0,0.0,0.0,484.0,95.0,0.0,91.0,0.0,0.0,215.0,41.0,0.0,179.0,27.0,21.0,3.0,0.0,2.0,0.0,0.0,0.0,1,1,0,0,1,0,0,0,0,0,0,0,1
904,487,45695.96,-6052.24,0.0,0.0,3681.0,98053,2819,62783.6,0.0,0.0,409.0,0.0,0.0,0.0,0.0,409.0,0.0,409.0,0.0,0.0,0.0,409.0,0.0,0.0,0.0,368.0,41.0,1.0,0.0,0.0,0.0,169.0,15.0,0.0,56.0,92.0,68.0,0.0,0.0,2.0,2.0,4.0,0.0,1,0,0,0,1,0,1,0,0,0,0,0,0
905,1578,182649.7,-31069.84,-552.11,0.0,1383.0,298085,8140,209134.58,0.0,0.0,1383.0,0.0,0.0,0.0,1383.0,0.0,0.0,1383.0,0.0,0.0,0.0,1383.0,0.0,0.0,0.0,1194.0,189.0,0.0,0.0,3.0,0.0,872.0,53.0,2.0,196.0,102.0,150.0,0.0,0.0,2.0,0.0,0.0,3.0,1,0,0,0,1,0,0,0,1,0,0,0,1
909,2348,224075.88,-59921.66,-9075.42,0.0,13912.0,310108,10444,360571.1,0.0,0.0,0.0,1739.0,0.0,0.0,1739.0,0.0,0.0,0.0,0.0,0.0,1739.0,0.0,0.0,0.0,1739.0,1281.0,458.0,0.0,6.0,6.0,0.0,1213.0,63.0,0.0,96.0,145.0,177.0,1.0,0.0,4.0,28.0,0.0,0.0,1,1,1,1,1,0,0,1,1,0,1,1,1
910,1647,54767.27,-8645.56,0.0,0.0,3081.0,82304,6524,92311.2,0.0,0.0,0.0,1027.0,0.0,0.0,1027.0,0.0,0.0,0.0,1027.0,0.0,0.0,0.0,1027.0,0.0,0.0,272.0,755.0,0.0,0.0,0.0,0.0,928.0,0.0,0.0,0.0,39.0,54.0,0.0,0.0,0.0,6.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,1
911,6343,662690.08,-92290.05,-2181.0,0.0,41800.0,1031971,32815,899777.02,0.0,0.0,0.0,5225.0,0.0,0.0,5225.0,0.0,0.0,0.0,5225.0,0.0,0.0,0.0,5225.0,0.0,0.0,4397.0,828.0,6.0,85.0,25.0,30.0,2823.0,246.0,9.0,1056.0,348.0,387.0,94.0,0.0,98.0,18.0,0.0,0.0,1,1,1,0,1,0,0,1,1,0,1,1,1
912,1182,87411.83,-24512.829999999998,-1901.38,0.0,5064.0,146167,4467,157338.49,0.0,0.0,0.0,0.0,0.0,844.0,844.0,0.0,0.0,844.0,0.0,0.0,0.0,844.0,0.0,0.0,0.0,606.0,238.0,0.0,4.0,0.0,0.0,485.0,30.0,0.0,168.0,110.0,38.0,2.0,0.0,7.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1
